City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
357,Straumen,NO,41.0,overcast clouds,63.8709,11.2999,Jægtvolden Fjordhotell
358,Bilibino,RU,22.48,overcast clouds,68.0546,166.4372,Gostinitsa Severyanka
359,Kingseat,GB,51.48,broken clouds,56.0974,-3.4084,"Holiday Inn Express Dunfermline, an IHG Hotel"
360,Wanxian,CN,49.42,overcast clouds,30.8039,108.3897,7Days Inn Chongqing Shiqiaopu
361,Punta Alta,AR,62.71,clear sky,-38.8759,-62.0736,Center Hotel Punta Alta
363,Mier,MX,97.03,overcast clouds,26.4333,-99.15,Mier 09
365,Baoying,CN,43.47,overcast clouds,33.2292,119.3092,GreenTree Alliance Yangzhou Baoying Town Huaijiang Street East Taishan Road Hotel
366,Seoul,KR,45.84,scattered clouds,37.5683,126.9778,롯데호텔 서울
367,Guatire,VE,76.26,broken clouds,10.4762,-66.5427,Parque Residencial Canaima I
368,Takestan,IR,41.68,overcast clouds,36.0696,49.6959,baghdadi hotelهتل و رستوران بغدادی
369,Portland,US,55.99,clear sky,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
370,Losser,NL,47.79,overcast clouds,52.2608,7.0042,Hotel Marktzicht
371,Thessalon,CA,28.69,light snow,46.2501,-83.5666,Carolyn Beach Inn & Restaurant
373,Ponferrada,ES,59.11,clear sky,42.5466,-6.5962,Hotel Temple Ponferrada
374,Victoria,HK,72.32,overcast clouds,22.2855,114.1577,Mini Hotel Central
375,Tuatapere,NZ,52.92,scattered clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
376,Vredendal,ZA,61.27,clear sky,-31.6683,18.5012,Tharrakamma Guest House
378,Awbari,LY,73.2,clear sky,26.5921,12.7805,فندق أوباري
379,Pringsewu,ID,73.0,overcast clouds,-5.3582,104.9744,Urban Style by Front One
380,Maragogi,BR,79.97,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
381,Pirgos,GR,59.63,overcast clouds,35.1167,25.7178,Elpida Village
382,Loviisa,FI,32.29,clear sky,60.4566,26.2251,Loviisa Camping
383,Kruisfontein,ZA,53.89,light rain,-34.0033,24.7314,Oyster Bay House Rental
384,Morant Bay,JM,84.7,clear sky,17.8815,-76.4093,Whispering Bamboo Cove Resort
385,Bilma,NE,87.58,broken clouds,18.6853,12.9164,Expeditions Ténére voyages
386,Nongan,CN,44.49,scattered clouds,44.382,125.1685,Quanhu Resort
387,Luanda,AO,77.29,overcast clouds,-8.8368,13.2343,EPIC SANA Luanda
388,Chany,RU,46.47,scattered clouds,55.3121,76.7647,Sakura
391,Belmonte,BR,78.13,moderate rain,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
392,Morondava,MG,80.15,clear sky,-20.2833,44.2833,La Case Bambou
393,Hirara,JP,70.07,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
394,Hervey Bay,AU,69.22,clear sky,-25.2986,152.8535,Shelly Bay Resort
395,Yelnya,RU,37.54,light rain,54.5786,33.1837,Gostinitsa Tsentral'naya
396,Listvyagi,RU,35.33,clear sky,53.6772,86.951,Hotel Yeti House
397,Timizart,DZ,54.27,overcast clouds,36.8,4.2667,yefssah restaurant
398,Quimper,FR,54.18,clear sky,48.0,-4.1,Hôtel Oceania Quimper
399,Sisimiut,GL,16.02,clear sky,66.9395,-53.6735,Hotel Sisimiut
400,Cockburn Town,TC,77.56,few clouds,21.4612,-71.1419,Osprey Beach Hotel
401,Asau,RO,54.52,light rain,46.4333,26.4,Casa Mika Ciobanus
402,Ler,SS,78.57,overcast clouds,8.3018,30.1418,Leer Humanitarian Hub
403,Nhulunbuy,AU,77.61,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
404,Washington,US,47.79,broken clouds,47.5001,-120.5015,"Cashmere Cider Mill Guest Suites, Weddings & Tasting Room"
405,Hamilton,US,69.89,scattered clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
406,Lasa,IT,51.37,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
407,Shingu,JP,53.65,broken clouds,33.7333,135.9833,Shingu UI Hotel
408,Calais,FR,53.62,scattered clouds,50.9167,1.8333,Logis Hôtel Cottage
409,Tura,IN,74.26,broken clouds,25.5198,90.2201,Hotel RIKMAN Continental
412,Morro Bay,US,77.18,broken clouds,35.3658,-120.8499,Inn at Morro Bay
413,Inhambane,MZ,75.81,moderate rain,-23.865,35.3833,Oceano
414,Pastavy,BY,35.92,overcast clouds,55.1168,26.8326,Mini gostinitca Shirki
415,Benguela,AO,75.96,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
416,Tigil,RU,26.37,light snow,57.8,158.6667,Tigil'
417,Oskemen,KZ,39.0,clear sky,49.9565,82.6119,Dedeman Oskemen Tavros Hotel
419,Puerto Baquerizo Moreno,EC,79.79,broken clouds,-0.9,-89.6,Hotel los Algarrobos
420,Saint Anthony,US,34.25,overcast clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
421,Sorkjosen,NO,32.0,overcast clouds,69.8,20.9333,Reisafjord Hotel AS
422,Tual,ID,84.06,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
423,Zhigalovo,RU,31.64,overcast clouds,54.8097,105.1578,"Hotel ""Lenatur"""
424,Khurai,IN,83.21,clear sky,24.0436,78.3319,Shehnai Garden Hotel & Restaurant Khurai
425,Ayan,RU,23.43,overcast clouds,56.45,138.1667,Gostinitsa
426,Kenai,US,45.03,overcast clouds,60.5544,-151.2583,Aspen Extended Stay Suites
427,Seversk,RU,41.95,broken clouds,56.6006,84.8864,Dom Spetsialista
429,Zhezkazgan,KZ,59.27,broken clouds,47.8043,67.7144,Hotel Zumrat
430,Kaitangata,NZ,51.62,broken clouds,-46.2817,169.8464,Kaitangata Motor Camp
431,Baghdad,IQ,62.51,clear sky,33.3406,44.4009,Baghdad Hotel
432,Moranbah,AU,68.88,clear sky,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
433,Aklavik,CA,5.9,overcast clouds,68.2191,-135.0107,Aklavik Inn
434,Monrovia,LR,76.77,overcast clouds,6.3005,-10.7969,Sunset Inn
435,Neuquen,AR,71.73,clear sky,-38.9516,-68.0591,Hotel del Comahue
436,Aswan,EG,78.42,clear sky,24.0934,32.907,Nuba Nile
437,Khandyga,RU,8.73,few clouds,62.6667,135.6,Apel'sin
438,Grande Prairie,CA,34.65,overcast clouds,55.1667,-118.8027,"Holiday Inn Express Grande Prairie, an IHG Hotel"
439,Port Lincoln,AU,65.88,clear sky,-34.7333,135.8667,Port Lincoln Hotel
440,Santa Rosa,PH,80.02,broken clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
441,Alta Floresta,BR,74.28,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
442,Ahome,MX,82.35,overcast clouds,25.9167,-109.1833,LA HOUSE DE LA ALEJANDRA
443,Buerarema,BR,76.21,overcast clouds,-14.9594,-39.2997,POUSADA JEQUITIBÁ BUERAREMA
444,Eureka,US,53.67,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
445,Necochea,AR,59.29,clear sky,-38.5473,-58.7368,dyd -mar Hotel
447,Torbay,CA,41.29,few clouds,47.6666,-52.7314,Gallows Cove
448,Dingle,PH,75.81,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
449,Bow Island,CA,26.47,light snow,49.8668,-111.3684,Silver Sage Motel
450,Hearst,CA,31.93,snow,49.6835,-83.6665,Companion
451,Iwanai,JP,40.93,clear sky,42.9744,140.5089,いわない高原ホテル
453,Ixtapa,MX,76.23,broken clouds,20.7,-105.2,hotel la terminal
454,Kemijarvi,FI,27.46,scattered clouds,66.7131,27.4306,Hotelli Kemijärvi
455,Husavik,IS,41.85,overcast clouds,66.0449,-17.3389,Bjarnabúð
456,Sorong,ID,80.1,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
457,Tsabong,BW,66.92,overcast clouds,-26.0217,22.401,Springbok Motel
458,Caravelas,BR,75.7,light rain,-17.7125,-39.2481,Pousada dos Navegantes
459,Muborak,UZ,72.21,overcast clouds,39.2553,65.1528,Muborak temiryoʻl vakzali
460,Batemans Bay,AU,62.1,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
461,Columbus,US,68.34,overcast clouds,39.9612,-82.9988,DoubleTree Suites by Hilton Hotel Columbus Downtown
462,Taixing,CN,45.07,overcast clouds,32.1667,120.0136,7Days Inn Taixing Drum Tower South Road
463,Port Augusta,AU,68.05,clear sky,-32.5,137.7667,Majestic Oasis Apartments
465,Kamina,CD,64.71,overcast clouds,-8.7386,24.9906,Guest House Florvia
466,Tsiroanomandidy,MG,67.41,broken clouds,-18.7667,46.0333,Hotel Ravinala
467,Cherskiy,RU,14.49,overcast clouds,68.75,161.3,Gostinitsa
468,Pacific Grove,US,65.88,clear sky,36.6177,-121.9166,Lovers Point Inn
469,Taikang,CN,44.01,scattered clouds,46.8333,124.4167,Jia Hotel
470,Killam,CA,27.07,overcast clouds,52.7834,-111.8518,Wagon Wheel Motel
471,Buala,SB,78.04,light rain,-8.145,159.5921,Maringe Lagoon Lodge
472,Preobrazheniye,RU,41.85,clear sky,42.9019,133.9064,Campsite Orlan
473,Chengde,CN,41.95,clear sky,40.9725,117.9361,Super 8 Hotel
474,Pudozh,RU,23.9,scattered clouds,61.8099,36.5345,Guest-House na Transportnoy
475,Lima,PE,69.39,clear sky,-12.0432,-77.0282,Hotel Kamana
476,Colares,PT,60.89,few clouds,38.7992,-9.4469,Arribas Sintra Hotel
477,Wanning,CN,76.35,overcast clouds,18.8003,110.3967,Paradise Hotel
478,Boffa,GN,74.5,clear sky,10.1667,-14.0333,Hôtel Niara Belly
479,Muisne,EC,77.92,overcast clouds,0.6,-80.0333,Quinta Samay
480,Beyneu,KZ,53.6,overcast clouds,45.3167,55.2,NUR
481,Grayslake,US,49.75,overcast clouds,42.3445,-88.0417,Comfort Suites Grayslake Near Libertyville North
482,Sola,VU,81.55,overcast clouds,-13.8833,167.55,Leumerus Bungalows
483,Billund,DK,43.41,overcast clouds,55.7335,9.1078,Lalandia i Billund
484,Rocha,UY,60.01,broken clouds,-34.4833,-54.3333,Hotel Arrarte
485,Noumea,NC,77.0,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
486,Lorengau,PG,83.1,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
487,Pemangkat,ID,77.5,overcast clouds,1.1667,108.9667,Ramah Kost KITA
488,Olafsvik,IS,45.82,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
489,Kasempa,ZM,64.87,overcast clouds,-13.4584,25.8338,Lolelunga Forest Reserve
490,Wadi Musa,JO,58.77,broken clouds,30.3222,35.4793,Petra Palace Hotel
491,Cap-Aux-Meules,CA,35.65,light rain,47.3821,-61.8597,Château Madelinot
492,Champasak,LA,73.78,broken clouds,14.75,106.0,Kiat Ngong Wetland BUNGALOW
493,Pa Sang,TH,84.02,clear sky,18.5262,98.9394,โรงแรม จามจุรี 99
494,Makinsk,KZ,52.32,overcast clouds,52.6292,70.4169,Bereke
497,High Rock,BS,75.22,overcast clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
499,Kurilsk,RU,31.53,overcast clouds,45.2333,147.8833,Hotel Ostrov
501,Dunedin,NZ,55.8,broken clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
502,Boissevain,CA,19.9,overcast clouds,49.2306,-100.0559,Boissevain Campgrounds
503,Cap-Haitien,HT,78.42,few clouds,19.7578,-72.2042,Habitation Jouissant
505,Mocajuba,BR,74.95,overcast clouds,-2.5842,-49.5072,Hotel Saylon Mocajuba
507,Iquitos,PE,86.04,scattered clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
508,Venado Tuerto,AR,65.77,clear sky,-33.7456,-61.9688,La Bianca.
509,Dakar,SN,67.08,clear sky,14.6937,-17.4441,Novotel Dakar
510,Grand-Santi,GF,74.08,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
511,Vangaindrano,MG,74.52,light rain,-23.35,47.6,Hotel Fanilo
512,Jinchang,CN,42.13,overcast clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
513,Saint-Gaudens,FR,54.01,few clouds,43.0833,0.6667,L'Ardiégeoise
514,Ponta Delgada,PT,63.32,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
515,Gwadar,PK,79.68,clear sky,25.1216,62.3254,Sadaf Resort
516,Meadow Lake,US,78.3,few clouds,34.8014,-106.5436,TumbleWeed RV Park
517,Isla Mujeres,MX,84.25,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
518,Kavieng,PG,82.67,broken clouds,-2.5744,150.7967,Nusa Island Retreat
519,Cap Malheureux,MU,76.46,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
520,Antalaha,MG,75.65,moderate rain,-14.9003,50.2788,Hotel Vitasoa
521,Rabo De Peixe,PT,62.11,scattered clouds,37.8,-25.5833,Quinta das Giestas
522,Kuryk,KZ,52.3,broken clouds,43.2,51.65,Gostinitsa Kuryk - Otel' Dlya Vsekh Kategoriy Kliyentov .
523,Jalu,LY,77.22,broken clouds,29.0331,21.5482,صاحبة الفخامة
524,Nevelsk,RU,35.44,clear sky,46.6733,141.8633,Gostinitsa Viktoriya
525,Lesosibirsk,RU,30.85,overcast clouds,58.2358,92.4828,"""Vitalina"" hotel"
528,Zhigansk,RU,2.43,broken clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
529,Acapulco,MX,85.82,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
530,Kloulklubed,PW,82.18,broken clouds,7.0419,134.2556,Storyboard Beach Resort
531,Kavaratti,IN,82.62,scattered clouds,10.5669,72.642,Hotels in Lakshadweep Islands
532,Erenhot,CN,38.68,few clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
533,Charters Towers,AU,68.92,clear sky,-20.1,146.2667,Cattleman's Rest Motor Inn
534,Pangkalanbuun,ID,74.73,moderate rain,-2.6833,111.6167,Grand Kecubung Hotel
535,Waipawa,NZ,61.03,few clouds,-41.4122,175.5153,Tora Coastal Walk
536,Yaring,TH,80.29,broken clouds,6.8662,101.3689,สถานที่จัดงานแต่ง SOFEE & DORN
537,Qasigiannguit,GL,16.05,clear sky,68.8193,-51.1922,Almost HOME
538,Requena,ES,55.53,clear sky,39.4883,-1.1004,Hotel Avenida
539,Hemsedal,NO,30.33,overcast clouds,60.8629,8.5534,Hemsetunet Estate AS
540,Vaksdal,NO,41.04,overcast clouds,60.5903,5.8227,Fishing Paradise
541,Hovd,MN,30.87,clear sky,48.0056,91.6419,Hotel Khovd
542,Banjar,ID,77.47,scattered clouds,-8.19,114.9675,The Hamsa Resort
543,Gouyave,GD,81.37,few clouds,12.1646,-61.7296,Rumboat Retreat
544,Bridlington,GB,49.89,overcast clouds,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
545,Pouebo,NC,76.96,few clouds,-20.4,164.5667,RIVÂT LODGE
546,Saint-Joseph,RE,73.78,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
547,Suluq,LY,72.68,broken clouds,31.6682,20.2521,ورشة الحضيري لاكترونات وخدمات النت
548,Sao Miguel Do Araguaia,BR,77.31,overcast clouds,-13.275,-50.1628,Hotel Executivo Palace
551,Zeerust,ZA,61.3,overcast clouds,-25.5369,26.0751,Kareespruit Game Ranch and Guest House
553,Queanbeyan,AU,52.48,overcast clouds,-35.35,149.2333,Parkway Motel
555,Takoradi,GH,80.46,scattered clouds,4.8845,-1.7554,Raybow International Hotel
556,Palu,ID,77.27,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
557,Melo,UY,66.36,overcast clouds,-32.3667,-54.1833,Hotel Juana
558,Mbanza-Ngungu,CD,67.28,overcast clouds,-5.25,14.8667,Hotel Full Business
