City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Khuzdar,PK,27.7384,66.6434,71.31,18,27,5.03,scattered clouds
347,Khor,RU,47.8861,134.9464,42.51,49,100,9.51,overcast clouds
348,Upata,VE,8.0086,-62.3989,80.62,62,90,7.83,overcast clouds
349,Catuday,PH,16.2923,119.8062,79.07,69,81,3.67,broken clouds
350,Danielskuil,ZA,-28.1887,23.5395,58.41,57,99,10.13,overcast clouds
351,Lavrentiya,RU,65.5833,-171.0,29.66,94,100,17.67,light snow
352,Nongstoin,IN,25.5167,91.2667,65.08,97,92,8.32,overcast clouds
353,Kharan,PK,28.5833,65.4167,79.21,12,7,5.66,clear sky
354,Shaunavon,CA,49.6501,-108.4181,25.0,61,100,9.28,overcast clouds
355,Sur,OM,22.5667,59.5289,88.48,33,17,13.98,few clouds
356,Lucelia,BR,-21.7203,-51.0189,65.53,75,0,7.34,clear sky
357,Straumen,NO,63.8709,11.2999,41.0,88,100,2.68,overcast clouds
358,Bilibino,RU,68.0546,166.4372,22.48,82,96,2.06,overcast clouds
359,Kingseat,GB,56.0974,-3.4084,51.48,89,75,4.61,broken clouds
360,Wanxian,CN,30.8039,108.3897,49.42,93,100,6.53,overcast clouds
361,Punta Alta,AR,-38.8759,-62.0736,62.71,58,0,10.89,clear sky
362,Sangin,AF,32.0728,64.8359,74.08,10,1,6.06,clear sky
363,Mier,MX,26.4333,-99.15,97.03,35,100,8.05,overcast clouds
364,Kasongo-Lunda,CD,-6.4667,16.8167,68.74,99,99,0.96,overcast clouds
365,Baoying,CN,33.2292,119.3092,43.47,61,99,5.61,overcast clouds
366,Seoul,KR,37.5683,126.9778,45.84,57,28,1.39,scattered clouds
367,Guatire,VE,10.4762,-66.5427,76.26,87,77,4.68,broken clouds
368,Takestan,IR,36.0696,49.6959,41.68,61,86,9.55,overcast clouds
369,Portland,US,45.5234,-122.6762,55.99,51,0,1.99,clear sky
370,Losser,NL,52.2608,7.0042,47.79,81,100,5.79,overcast clouds
371,Thessalon,CA,46.2501,-83.5666,28.69,70,100,14.9,light snow
372,Baykit,RU,61.67,96.37,34.88,99,100,2.1,overcast clouds
373,Ponferrada,ES,42.5466,-6.5962,59.11,69,7,0.58,clear sky
374,Victoria,HK,22.2855,114.1577,72.32,78,98,18.99,overcast clouds
375,Tuatapere,NZ,-46.1333,167.6833,52.92,65,44,17.65,scattered clouds
376,Vredendal,ZA,-31.6683,18.5012,61.27,45,0,7.36,clear sky
377,Ossora,RU,59.2353,163.0719,24.57,76,52,4.52,broken clouds
378,Awbari,LY,26.5921,12.7805,73.2,20,0,9.69,clear sky
379,Pringsewu,ID,-5.3582,104.9744,73.0,98,100,1.57,overcast clouds
380,Maragogi,BR,-9.0122,-35.2225,79.97,79,25,10.83,scattered clouds
381,Pirgos,GR,35.1167,25.7178,59.63,71,100,3.91,overcast clouds
382,Loviisa,FI,60.4566,26.2251,32.29,85,10,9.57,clear sky
383,Kruisfontein,ZA,-34.0033,24.7314,53.89,73,100,6.49,light rain
384,Morant Bay,JM,17.8815,-76.4093,84.7,69,1,12.17,clear sky
385,Bilma,NE,18.6853,12.9164,87.58,7,76,1.43,broken clouds
386,Nongan,CN,44.382,125.1685,44.49,35,38,9.62,scattered clouds
387,Luanda,AO,-8.8368,13.2343,77.29,86,100,6.82,overcast clouds
388,Chany,RU,55.3121,76.7647,46.47,54,33,10.02,scattered clouds
389,Dukat,RU,62.55,155.55,10.11,93,98,4.63,overcast clouds
390,Heyang,CN,26.1011,107.473,44.56,94,100,6.8,overcast clouds
391,Belmonte,BR,-15.8631,-38.8828,78.13,89,69,7.76,moderate rain
392,Morondava,MG,-20.2833,44.2833,80.15,74,2,8.32,clear sky
393,Hirara,JP,24.8,125.2833,70.07,73,75,16.11,broken clouds
394,Hervey Bay,AU,-25.2986,152.8535,69.22,70,3,13.6,clear sky
395,Yelnya,RU,54.5786,33.1837,37.54,96,100,12.68,light rain
396,Listvyagi,RU,53.6772,86.951,35.33,47,5,3.31,clear sky
397,Timizart,DZ,36.8,4.2667,54.27,97,100,2.62,overcast clouds
398,Quimper,FR,48.0,-4.1,54.18,94,0,6.91,clear sky
399,Sisimiut,GL,66.9395,-53.6735,16.02,69,4,10.92,clear sky
400,Cockburn Town,TC,21.4612,-71.1419,77.56,80,20,22.79,few clouds
401,Asau,RO,46.4333,26.4,54.52,66,86,3.76,light rain
402,Ler,SS,8.3018,30.1418,78.57,69,89,4.99,overcast clouds
403,Nhulunbuy,AU,-12.2333,136.7667,77.61,94,40,13.8,scattered clouds
404,Washington,US,47.5001,-120.5015,47.79,48,53,4.54,broken clouds
405,Hamilton,US,39.1834,-84.5333,69.89,27,40,12.66,scattered clouds
406,Lasa,IT,46.6166,10.7002,51.37,93,61,6.42,broken clouds
407,Shingu,JP,33.7333,135.9833,53.65,74,56,7.16,broken clouds
408,Calais,FR,50.9167,1.8333,53.62,84,33,9.8,scattered clouds
409,Tura,IN,25.5198,90.2201,74.26,94,75,10.07,broken clouds
410,Kaniama,CD,-7.5667,24.1833,67.33,97,99,1.72,overcast clouds
411,Ust-Karsk,RU,52.7011,118.8077,27.84,50,9,3.13,clear sky
412,Morro Bay,US,35.3658,-120.8499,77.18,65,68,5.99,broken clouds
413,Inhambane,MZ,-23.865,35.3833,75.81,92,94,2.08,moderate rain
414,Pastavy,BY,55.1168,26.8326,35.92,86,99,14.05,overcast clouds
415,Benguela,AO,-12.5763,13.4055,75.96,90,100,3.15,overcast clouds
416,Tigil,RU,57.8,158.6667,26.37,91,100,11.61,light snow
417,Oskemen,KZ,49.9565,82.6119,39.0,60,0,4.97,clear sky
418,Airai,TL,-8.9266,125.4092,61.36,88,100,1.77,overcast clouds
419,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.79,78,75,13.8,broken clouds
420,Saint Anthony,US,45.0205,-93.218,34.25,54,100,17.27,overcast clouds
421,Sorkjosen,NO,69.8,20.9333,32.0,64,100,8.05,overcast clouds
422,Tual,ID,-5.6667,132.75,84.06,70,100,4.21,overcast clouds
423,Zhigalovo,RU,54.8097,105.1578,31.64,97,100,2.55,overcast clouds
424,Khurai,IN,24.0436,78.3319,83.21,18,2,8.32,clear sky
425,Ayan,RU,56.45,138.1667,23.43,87,92,11.03,overcast clouds
426,Kenai,US,60.5544,-151.2583,45.03,50,100,3.44,overcast clouds
427,Seversk,RU,56.6006,84.8864,41.95,71,82,4.34,broken clouds
428,Chebenki,RU,51.9337,55.7077,46.15,81,100,12.08,overcast clouds
429,Zhezkazgan,KZ,47.8043,67.7144,59.27,27,81,8.34,broken clouds
430,Kaitangata,NZ,-46.2817,169.8464,51.62,72,79,16.93,broken clouds
431,Baghdad,IQ,33.3406,44.4009,62.51,27,0,4.61,clear sky
432,Moranbah,AU,-22.0016,148.0466,68.88,71,0,11.16,clear sky
433,Aklavik,CA,68.2191,-135.0107,5.9,77,96,5.46,overcast clouds
434,Monrovia,LR,6.3005,-10.7969,76.77,85,100,8.19,overcast clouds
435,Neuquen,AR,-38.9516,-68.0591,71.73,20,0,8.79,clear sky
436,Aswan,EG,24.0934,32.907,78.42,9,0,8.77,clear sky
437,Khandyga,RU,62.6667,135.6,8.73,83,22,3.22,few clouds
438,Grande Prairie,CA,55.1667,-118.8027,34.65,35,100,5.5,overcast clouds
439,Port Lincoln,AU,-34.7333,135.8667,65.88,81,0,7.0,clear sky
440,Santa Rosa,PH,14.3122,121.1114,80.02,80,79,4.47,broken clouds
441,Alta Floresta,BR,-9.8756,-56.0861,74.28,93,34,2.84,scattered clouds
442,Ahome,MX,25.9167,-109.1833,82.35,14,100,12.37,overcast clouds
443,Buerarema,BR,-14.9594,-39.2997,76.21,94,86,0.98,overcast clouds
444,Eureka,US,40.8021,-124.1637,53.67,59,100,3.0,overcast clouds
445,Necochea,AR,-38.5473,-58.7368,59.29,64,0,8.97,clear sky
446,Vostok,RU,46.4856,135.8833,33.1,68,89,5.12,overcast clouds
447,Torbay,CA,47.6666,-52.7314,41.29,81,21,11.16,few clouds
448,Dingle,PH,10.9995,122.6711,75.81,89,89,2.93,overcast clouds
449,Bow Island,CA,49.8668,-111.3684,26.47,49,100,4.27,light snow
450,Hearst,CA,49.6835,-83.6665,31.93,89,100,10.04,snow
451,Iwanai,JP,42.9744,140.5089,40.93,60,2,3.47,clear sky
452,Chara,RU,56.9064,118.2631,11.46,82,70,4.03,broken clouds
453,Ixtapa,MX,20.7,-105.2,76.23,78,75,12.66,broken clouds
454,Kemijarvi,FI,66.7131,27.4306,27.46,89,31,2.13,scattered clouds
455,Husavik,IS,66.0449,-17.3389,41.85,77,100,13.18,overcast clouds
456,Sorong,ID,-0.8833,131.25,80.1,84,100,8.43,overcast clouds
457,Tsabong,BW,-26.0217,22.401,66.92,43,94,11.77,overcast clouds
458,Caravelas,BR,-17.7125,-39.2481,75.7,83,100,14.83,light rain
459,Muborak,UZ,39.2553,65.1528,72.21,33,100,8.16,overcast clouds
460,Batemans Bay,AU,-35.7167,150.1833,62.1,69,98,3.15,overcast clouds
461,Columbus,US,39.9612,-82.9988,68.34,25,100,24.16,overcast clouds
462,Taixing,CN,32.1667,120.0136,45.07,82,96,6.24,overcast clouds
463,Port Augusta,AU,-32.5,137.7667,68.05,44,0,1.9,clear sky
464,Srednekolymsk,RU,67.45,153.6833,12.58,91,94,4.45,overcast clouds
465,Kamina,CD,-8.7386,24.9906,64.71,98,100,3.49,overcast clouds
466,Tsiroanomandidy,MG,-18.7667,46.0333,67.41,80,56,3.31,broken clouds
467,Cherskiy,RU,68.75,161.3,14.49,94,98,2.64,overcast clouds
468,Pacific Grove,US,36.6177,-121.9166,65.88,72,0,11.5,clear sky
469,Taikang,CN,46.8333,124.4167,44.01,44,39,14.29,scattered clouds
470,Killam,CA,52.7834,-111.8518,27.07,64,100,4.9,overcast clouds
471,Buala,SB,-8.145,159.5921,78.04,84,100,1.74,light rain
472,Preobrazheniye,RU,42.9019,133.9064,41.85,61,0,6.69,clear sky
473,Chengde,CN,40.9725,117.9361,41.95,22,0,4.5,clear sky
474,Pudozh,RU,61.8099,36.5345,23.9,93,42,5.26,scattered clouds
475,Lima,PE,-12.0432,-77.0282,69.39,79,0,17.27,clear sky
476,Colares,PT,38.7992,-9.4469,60.89,73,16,14.58,few clouds
477,Wanning,CN,18.8003,110.3967,76.35,88,87,10.74,overcast clouds
478,Boffa,GN,10.1667,-14.0333,74.5,78,4,4.23,clear sky
479,Muisne,EC,0.6,-80.0333,77.92,83,98,8.5,overcast clouds
480,Beyneu,KZ,45.3167,55.2,53.6,47,90,9.1,overcast clouds
481,Grayslake,US,42.3445,-88.0417,49.75,43,100,16.11,overcast clouds
482,Sola,VU,-13.8833,167.55,81.55,71,98,3.27,overcast clouds
483,Billund,DK,55.7335,9.1078,43.41,70,100,5.75,overcast clouds
484,Rocha,UY,-34.4833,-54.3333,60.01,86,77,5.17,broken clouds
485,Noumea,NC,-22.2763,166.4572,77.0,99,63,9.13,broken clouds
486,Lorengau,PG,-2.0226,147.2712,83.1,74,63,5.23,broken clouds
487,Pemangkat,ID,1.1667,108.9667,77.5,88,87,4.79,overcast clouds
488,Olafsvik,IS,64.8945,-23.7142,45.82,86,100,30.85,overcast clouds
489,Kasempa,ZM,-13.4584,25.8338,64.87,95,95,4.41,overcast clouds
490,Wadi Musa,JO,30.3222,35.4793,58.77,36,66,6.11,broken clouds
491,Cap-Aux-Meules,CA,47.3821,-61.8597,35.65,93,100,9.22,light rain
492,Champasak,LA,14.75,106.0,73.78,89,65,2.71,broken clouds
493,Pa Sang,TH,18.5262,98.9394,84.02,39,3,2.95,clear sky
494,Makinsk,KZ,52.6292,70.4169,52.32,48,86,10.04,overcast clouds
495,Waitara,NZ,-38.925,174.25,63.23,64,23,6.8,few clouds
496,Araouane,ML,18.9048,-3.5265,81.66,12,0,11.32,clear sky
497,High Rock,BS,26.6208,-78.2833,75.22,80,100,19.53,overcast clouds
498,Wattegama,LK,6.7989,81.4808,75.47,95,7,3.8,clear sky
499,Kurilsk,RU,45.2333,147.8833,31.53,83,100,7.16,overcast clouds
500,Ola,RU,59.5833,151.2833,16.14,74,100,7.31,overcast clouds
501,Dunedin,NZ,-45.8742,170.5036,55.8,80,79,11.01,broken clouds
502,Boissevain,CA,49.2306,-100.0559,19.9,83,100,13.2,overcast clouds
503,Cap-Haitien,HT,19.7578,-72.2042,78.42,79,20,14.72,few clouds
504,Staryy Nadym,RU,65.6118,72.6842,26.29,94,100,5.14,light snow
505,Mocajuba,BR,-2.5842,-49.5072,74.95,98,100,3.36,overcast clouds
506,Svetlaya,RU,46.5389,138.3297,36.93,70,4,3.91,clear sky
507,Iquitos,PE,-3.7481,-73.2472,86.04,66,40,3.44,scattered clouds
508,Venado Tuerto,AR,-33.7456,-61.9688,65.77,41,0,8.72,clear sky
509,Dakar,SN,14.6937,-17.4441,67.08,89,6,15.5,clear sky
510,Grand-Santi,GF,4.25,-54.3833,74.08,97,100,1.52,overcast clouds
511,Vangaindrano,MG,-23.35,47.6,74.52,90,98,5.21,light rain
512,Jinchang,CN,38.4953,102.1739,42.13,72,90,2.44,overcast clouds
513,Saint-Gaudens,FR,43.0833,0.6667,54.01,94,16,3.96,few clouds
514,Ponta Delgada,PT,37.7333,-25.6667,63.32,88,40,6.91,scattered clouds
515,Gwadar,PK,25.1216,62.3254,79.68,84,0,9.98,clear sky
516,Meadow Lake,US,34.8014,-106.5436,78.3,3,11,21.25,few clouds
517,Isla Mujeres,MX,21.2311,-86.731,84.25,73,9,9.82,clear sky
518,Kavieng,PG,-2.5744,150.7967,82.67,78,51,9.93,broken clouds
519,Cap Malheureux,MU,-19.9842,57.6142,76.46,85,29,8.01,light rain
520,Antalaha,MG,-14.9003,50.2788,75.65,92,64,7.67,moderate rain
521,Rabo De Peixe,PT,37.8,-25.5833,62.11,88,40,6.91,scattered clouds
522,Kuryk,KZ,43.2,51.65,52.3,60,74,10.78,broken clouds
523,Jalu,LY,29.0331,21.5482,77.22,16,63,26.73,broken clouds
524,Nevelsk,RU,46.6733,141.8633,35.44,37,0,4.65,clear sky
525,Lesosibirsk,RU,58.2358,92.4828,30.85,99,98,2.48,overcast clouds
526,Poum,NC,-20.2333,164.0167,77.88,71,12,7.47,few clouds
527,Kamenka,RU,51.3223,42.7678,45.48,69,95,5.32,overcast clouds
528,Zhigansk,RU,66.7697,123.3711,2.43,94,52,11.34,broken clouds
529,Acapulco,MX,16.8634,-99.8901,85.82,58,40,6.91,scattered clouds
530,Kloulklubed,PW,7.0419,134.2556,82.18,78,80,6.38,broken clouds
531,Kavaratti,IN,10.5669,72.642,82.62,74,39,2.42,scattered clouds
532,Erenhot,CN,43.6475,111.9767,38.68,24,17,7.11,few clouds
533,Charters Towers,AU,-20.1,146.2667,68.92,66,0,9.17,clear sky
534,Pangkalanbuun,ID,-2.6833,111.6167,74.73,98,100,1.16,moderate rain
535,Waipawa,NZ,-41.4122,175.5153,61.03,66,12,23.67,few clouds
536,Yaring,TH,6.8662,101.3689,80.29,88,75,4.99,broken clouds
537,Qasigiannguit,GL,68.8193,-51.1922,16.05,88,6,4.34,clear sky
538,Requena,ES,39.4883,-1.1004,55.53,66,4,2.66,clear sky
539,Hemsedal,NO,60.8629,8.5534,30.33,87,100,5.35,overcast clouds
540,Vaksdal,NO,60.5903,5.8227,41.04,99,100,3.44,overcast clouds
541,Hovd,MN,48.0056,91.6419,30.87,34,0,6.51,clear sky
542,Banjar,ID,-8.19,114.9675,77.47,89,40,2.82,scattered clouds
543,Gouyave,GD,12.1646,-61.7296,81.37,74,20,23.02,few clouds
544,Bridlington,GB,54.0831,-0.1919,49.89,89,100,15.32,overcast clouds
545,Pouebo,NC,-20.4,164.5667,76.96,72,13,3.74,few clouds
546,Saint-Joseph,RE,-21.3667,55.6167,73.78,83,36,13.4,light rain
547,Suluq,LY,31.6682,20.2521,72.68,26,84,25.32,broken clouds
548,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,77.31,81,96,2.04,overcast clouds
549,Obo,CF,5.3998,26.4869,69.67,90,100,2.89,overcast clouds
550,Suleya,RU,55.1352,58.8792,38.59,93,100,13.53,overcast clouds
551,Zeerust,ZA,-25.5369,26.0751,61.3,80,95,14.85,overcast clouds
552,Puro,PH,12.4841,123.3827,78.84,81,66,4.59,broken clouds
553,Queanbeyan,AU,-35.35,149.2333,52.48,82,99,5.75,overcast clouds
554,Ayotzintepec,MX,17.6667,-96.1333,101.59,28,14,5.12,few clouds
555,Takoradi,GH,4.8845,-1.7554,80.46,83,49,9.22,scattered clouds
556,Palu,ID,-0.8917,119.8707,77.27,88,100,2.86,overcast clouds
557,Melo,UY,-32.3667,-54.1833,66.36,51,96,8.55,overcast clouds
558,Mbanza-Ngungu,CD,-5.25,14.8667,67.28,97,98,1.19,overcast clouds
